id,tokens,ner_tags
85,"['Indicators' 'of' 'Compromise' 'SHA256' 'Package' 'App' 'label'
 '332e68d865009d627343b89a5744843e3fde4ae870193f36b82980363439a425'
 'ufD.wykyx.vlhvh' 'SEX' 'kr' 'porn'
 '403401aa71df1830d294b78de0e5e867ee3738568369c48ffafe1b15f3145588'
 'ufD.wyjyx.vahvh' '佐川急便'
 '466dafa82a4460dcad722d2ad9b8ca332e9a896fc59f06e16ebe981ad3838a6b'
 'com.dhp.ozqh' 'Facebook'
 '5022495104c280286e65184e3164f3f248356d065ad76acef48ee2ce244ffdc8'
 'ufD.wyjyx.vahvh' 'Anshin' 'Scan'
 'a0f3df39d20c4eaa410a61a527507dbc6b17c7f974f76e13181e98225bda0511'
 'com.aqyh.xolo' '佐川急便'
 'cb412b9a26c1e51ece7a0e6f98f085e1c27aa0251172bf0a361eb5d1165307f7'
 'jp.co.sagawa.SagawaOfficialApp' '佐川急便' 'Malicious' 'URLs' ':' 'hxxp' ':'
 '//38' '[' '.']","[10 10 10 10 10 10 10  0  0 10 10 10  0  0 10  0  0  2  0  0 10 10  0  0
 10  0  0 10 10 10 10  0  5  5  5  5]"
86,[']' '27' '[' '.'],[5 5 5 5]
87,[']' '99' '[' '.'],[5 5 5 5]
88,[']' '11/xvideo/' 'hxxp' ':' '//apple-icloud' '[' '.'],[5 5 0 5 5 5 5]
89,[']' 'qwe-japan' '[' '.'],[5 5 5 5]
90,[']' 'com' 'hxxp' ':' '//apple-icloud' '[' '.'],[5 5 0 5 5 5 5]
91,[']' 'qwq-japan' '[' '.'],[5 5 5 5]
92,[']' 'com/' 'hxxp' ':' '//apple-icloud' '[' '.'],[5 5 0 5 5 5 5]
93,[']' 'zqo-japan' '[' '.'],[5 5 5 5]
94,[']' 'com/' 'hxxp' ':' '//files.spamo' '[' '.'],[5 5 0 5 5 5 5]
95,[']' 'jp/佐川急便.apk' 'hxxp' ':' '//mailsa-qae' '[' '.'],[5 5 0 5 5 5 5]
96,[']' 'com' 'hxxp' ':' '//mailsa-qaf' '[' '.'],[5 5 0 5 5 5 5]
97,[']' 'com' 'hxxp' ':' '//mailsa-qau' '[' '.'],[5 5 0 5 5 5 5]
98,[']' 'com' 'hxxp' ':' '//mailsa-qaw' '[' '.'],[5 5 0 5 5 5 5]
99,[']' 'com' 'hxxp' ':' '//mailsa-wqe' '[' '.'],[5 5 0 5 5 5 5]
100,[']' 'com' 'hxxp' ':' '//mailsa-wqo' '[' '.'],[5 5 0 5 5 5 5]
101,[']' 'com' 'hxxp' ':' '//mailsa-wqp' '[' '.'],[5 5 0 5 5 5 5]
102,[']' 'com' 'hxxp' ':' '//mailsa-wqq' '[' '.'],[5 5 0 5 5 5 5]
103,[']' 'com' 'hxxp' ':' '//mailsa-wqu' '[' '.'],[5 5 0 5 5 5 5]
104,[']' 'com' 'hxxp' ':' '//mailsa-wqw' '[' '.'],[5 5 0 5 5 5 5]
105,[']' 'com' 'hxxp' ':' '//nttdocomo-qae' '[' '.'],[5 5 0 5 5 5 5]
106,[']' 'com' 'hxxp' ':' '//nttdocomo-qaq' '[' '.'],[5 5 0 5 5 5 5]
107,[']' 'com' 'hxxp' ':' '//nttdocomo-qaq' '[' '.'],[5 5 0 5 5 5 5]
108,[']' 'com/aa' 'hxxp' ':' '//nttdocomo-qar' '[' '.'],[5 5 0 5 5 5 5]
109,[']' 'com' 'hxxp' ':' '//nttdocomo-qat' '[' '.'],[5 5 0 5 5 5 5]
110,[']' 'com' 'hxxp' ':' '//nttdocomo-qaw' '[' '.'],[5 5 0 5 5 5 5]
111,[']' 'com' 'hxxp' ':' '//sagawa-reg' '[' '.'],[5 5 0 5 5 5 5]
112,[']' 'com/' 'hxxp' ':' '//www' '[' '.'],[5 5 0 5 5 5 5]
113,[']' '711231' '[' '.'],[5 5 5 5]
114,[']' 'com' 'hxxp' ':' '//www' '[' '.'],[5 5 0 5 5 5 5]
115,[']' '759383' '[' '.'],[5 5 5 5]
116,[']' 'com' 'hxxp' ':' '//www' '[' '.'],[5 5 0 5 5 5 5]
117,[']' '923525' '[' '.'],[5 5 5 5]
118,[']' 'com' 'hxxp' ':' '//www' '[' '.'],[5 5 0 5 5 5 5]
119,[']' '923915' '[' '.'],[5 5 5 5]
120,[']' 'com' 'hxxp' ':' '//www' '[' '.'],[5 5 0 5 5 5 5]
121,[']' '975685' '[' '.'],[5 5 5 5]
122,"[']' 'com' 'Malicious' 'Twitter' 'accounts' ':' 'https' ':'
 '//twitter.com/lucky88755' 'https' ':' '//twitter.com/lucky98745' 'https'
 ':' '//twitter.com/lucky876543' 'https' ':' '//twitter.com/luckyone1232'
 'https' ':' '//twitter.com/sadwqewqeqw' 'https' ':'
 '//twitter.com/gyugyu87418490' 'https' ':' '//twitter.com/fdgoer343'
 'https' ':' '//twitter.com/sdfghuio342' 'https' ':'
 '//twitter.com/asdqweqweqeqw' 'https' ':' '//twitter.com/ukenivor3'
 'Malicious' 'Instagram' 'account' ':' 'https' ':'
 '//www.instagram.com/freedomguidepeople1830/' 'Malicious' 'Tumblr'
 'accounts' ':' 'https' ':' '//mainsheetgyam.tumblr.com/' 'https' ':'
 '//hormonaljgrj.tumblr.com/' 'https' ':' '//globalanab.tumblr.com/' 'C'
 '&' 'C' 'addresses' ':' '104' '[' '.']","[ 5  5 10  2 10 10  0  5  5  0  5  5  0  5  5  0  5  5  0  5  5  0  5  5
  0  5  5  0  5  5  0  5  5  0  5  5 10  2 10 10  0  5  5 10  2 10 10  0
  5  5  0  5  5  0  5  5 10 10 10 10 10  0  5  5]"
123,[']' '160' '[' '.'],[5 5 5 5]
124,[']' '191' '[' '.'],[5 5 5 5]
125,[']' '190:8822' '61' '[' '.'],[5 5 0 5 5]
126,[']' '230' '[' '.'],[5 5 5 5]
127,[']' '204' '[' '.'],[5 5 5 5]
128,[']' '87:28833' '61' '[' '.'],[5 5 0 5 5]
129,[']' '230' '[' '.'],[5 5 5 5]
130,[']' '204' '[' '.'],[5 5 5 5]
131,[']' '87:28844' '61' '[' '.'],[5 5 0 5 5]
132,[']' '230' '[' '.'],[5 5 5 5]
133,[']' '204' '[' '.'],[5 5 5 5]
134,[']' '87:28855' '61' '[' '.'],[5 5 0 5 5]
135,[']' '230' '[' '.'],[5 5 5 5]
136,[']' '205' '[' '.'],[5 5 5 5]
137,[']' '122:28833' '61' '[' '.'],[5 5 0 5 5]
138,[']' '230' '[' '.'],[5 5 5 5]
139,[']' '205' '[' '.'],[5 5 5 5]
140,[']' '122:28844' '61' '[' '.'],[5 5 0 5 5]
141,[']' '230' '[' '.'],[5 5 5 5]
142,[']' '205' '[' '.'],[5 5 5 5]
143,[']' '122:28855' '61' '[' '.'],[5 5 0 5 5]
144,[']' '230' '[' '.'],[5 5 5 5]
145,[']' '205' '[' '.'],[5 5 5 5]
146,[']' '132:28833' '61' '[' '.'],[5 5 0 5 5]
147,[']' '230' '[' '.'],[5 5 5 5]
148,[']' '205' '[' '.'],[5 5 5 5]
149,[']' '132:28844' '61' '[' '.'],[5 5 0 5 5]
150,[']' '230' '[' '.'],[5 5 5 5]
151,[']' '205' '[' '.'],[5 5 5 5]
152,"[']' '132:28855' 'GoldenCup' ':' 'New' 'Cyber' 'Threat' 'Targeting'
 'World' 'Cup' 'Fans' 'As' 'the' 'World' 'Cup' 'launches' ',' 'so' 'does'
 'a' 'new' 'threat' 'Officials' 'from' 'the' 'Israeli' 'Defense' 'Force'
 'recently' 'uncovered' 'an' 'Android' 'Spyware' 'campaign' 'targeting'
 'Israeli' 'soldiers' 'and' 'orchestrated' 'by' '""' 'Hamas' '.']","[ 5  5  1 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10  2  7  7 10 10 10  3 10 10 10 10 10 10 10 10 10  2 10]"
153,"[""''"" 'The' 'latest' 'samples' 'attributed' 'to' 'this' 'campaign' 'were'
 'discovered' 'by' 'security' 'researchers' 'from' 'ClearSky' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10  2 10]
154,"['In' 'our' 'research' ',' 'we' 'focus' 'on' 'the' 'most' 'recent'
 'sample' ',' 'an' 'application' 'dubbed' 'as' '""' 'Golden' 'Cup' ""''"" ','
 'launched' 'just' 'before' 'the' 'start' 'of' 'World' 'Cup' '2018' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10  1  6 10 10 10 10 10
 10 10 10 10 10 10 10]"
155,"['Distribution' '/' 'Infection' 'When' 'this' 'campaign' 'started' 'at'
 'the' 'start' 'of' '2018' ',' 'the' 'malware' '(' '""' 'GlanceLove' ""''""
 ',' '""' 'WinkChat' ""''"" ')' 'was' 'distributed' 'by' 'the' 'perpetrators'
 'mainly' 'via' 'fake' 'Facebook' 'profiles' ',' 'attempting' 'to'
 'seduce' 'IDF' 'soldiers' 'to' 'socialize' 'on' 'a' 'different'
 'platform' '(' 'their' 'malware' ')' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10  1 10 10 10  1 10 10
 10 10 10 10 10 10 10 10  3 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10]"
156,"['As' 'this' 'approach' 'was' 'not' 'a' 'great' 'success' ',' 'their'
 'last' 'attempt' 'was' 'to' 'quickly' 'create' 'a' 'World' 'Cup' 'app'
 'and' 'this' 'time' 'distribute' 'it' 'to' 'Israeli' 'citizens' ',' 'not'
 'just' 'soldiers' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10]"
157,['The' 'official' '“' 'Golden' 'Cup' '”' 'Facebook' 'page' '.'],[10 10 10  1  6 10  3 10 10]
158,"['The' 'short' 'URL' 'redirects' 'to' 'the' 'application' 'page' 'at'
 'Google' 'Play' '.']",[10 10 10 10 10 10 10 10 10  3  8 10]
159,['The' 'official' '“' 'Golden' 'Cup' '”' 'Facebook' 'page' '.'],[10 10 10  1  6 10  3 10 10]
160,"['The' 'short' 'URL' 'redirects' 'to' 'the' 'application' 'page' 'at'
 'Google' 'Play' '.']",[10 10 10 10 10 10 10 10 10  3  8 10]
161,"['We' 'assume' 'it' 'was' 'rushed' 'because' ',' 'unlike' 'GlanceLove' ','
 'it' 'lacked' 'any' 'real' 'obfuscation' '.']",[10 10 10 10 10 10 10 10  1 10 10 10 10 10 10 10]
162,"['Even' 'the' 'C' '&' 'C' 'server' 'side' 'was' 'mostly' 'exposed' 'with'
 'the' 'file' 'listing' 'available' 'for' 'everyone' 'to' 'traverse'
 'through' 'it' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
163,['It' 'contained' 'approximately' '8GB' 'of' 'stolen' 'data' '.'],[10 10 10 10 10 10 10 10]
164,['A' 'recent' 'whois' 'of' '“' 'goldncup.com' '”' '.'],[10 10 10 10 10  0 10 10]
165,"['Creation' 'date' 'is' 'a' 'week' 'before' 'the' 'start' 'of' 'the'
 'tournament' '.']",[10 10 10 10 10 10 10 10 10 10 10 10]
166,['A' 'recent' 'whois' 'of' '“' 'goldncup.com' '”' '.'],[10 10 10 10 10  0 10 10]
167,"['Creation' 'date' 'is' 'a' 'week' 'before' 'the' 'start' 'of' 'the'
 'tournament' '.']",[10 10 10 10 10 10 10 10 10 10 10 10]
168,"['How' 'it' 'Works' 'In' 'order' 'to' 'get' 'into' 'the' 'Google' 'Play'
 'Store' ',' 'the' 'malware' 'uses' 'a' 'phased' 'approach' 'which' 'is'
 'quite' 'a' 'common' 'practice' 'for' 'malware' 'authors' 'these' 'days'
 '.']","[10 10 10 10 10 10 10 10 10  3  8 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10]"
169,"['The' 'original' 'app' 'looks' 'innocent' ',' 'with' 'most' 'of' 'its'
 'code' 'aimed' 'at' 'implementing' 'the' 'real' 'features' 'that' 'the'
 'app' 'claims' 'to' 'provide' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
170,"['In' 'addition' ',' 'it' 'collects' 'identifiers' 'and' 'some' 'data'
 'from' 'the' 'device' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10]
171,"['After' 'getting' 'a' 'command' 'from' 'the' 'C' '&' 'C' ',' 'the' 'app'
 'is' 'able' 'to' 'download' 'a' 'malicious' 'payload' 'in' 'the' 'form'
 'of' 'a' '.dex' 'file' 'that' 'is' 'being' 'dynamically' 'loaded'
 'adding' 'the' 'additional' 'malicious' 'capabilities' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10]"
172,"['In' 'this' 'way' ',' 'the' 'malware' 'authors' 'can' 'submit' 'their'
 'app' 'and' 'add' 'the' 'malicious' 'capabilities' 'only' 'after' 'their'
 'app' 'is' 'live' 'on' 'the' 'Play' 'Store' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
  3  8 10]"
173,"['Communication' 'with' 'the' 'C' '&' 'C' 'In' 'order' 'to' 'communicate'
 'with' 'its' 'C' '&' 'C' ',' 'the' 'app' 'uses' 'the' 'MQTT' '('
 'Message' 'Queuing' 'Telemetry' 'Transport' ')' 'protocol' ',' 'which'
 'is' 'transported' 'over' 'TCP' 'port' '1883' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10  0  5  5 10]"
174,['Initiating' 'the' 'MQTT' 'client' '.'],[10 10 10 10 10]
175,['Initiating' 'the' 'MQTT' 'client' '.'],[10 10 10 10 10]
176,['Initiating' 'the' 'MQTT' 'client' '.'],[10 10 10 10 10]
177,"['The' 'app' 'connects' 'to' 'the' 'MQTT' 'broker' 'with' 'hardcoded'
 'username' 'and' 'password' 'and' 'a' 'unique' 'device' 'identifier'
 'generated' 'for' 'each' 'device' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
178,"['The' 'MQTT' 'connection' 'to' 'broker' 'The' 'MQTT' 'connection' 'to'
 'broker' 'The' 'MQTT' 'communication' 'is' 'used' 'primarily' 'to'
 'update' 'the' 'device' 'state' 'and' 'get' 'commands' 'from' 'the' 'C'
 '&' 'C' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10]"
179,"['It' 'uses' 'different' 'topics' 'that' 'include' 'the' 'unique' 'device'
 'identifier' ',' 'which' 'side' 'is' 'sending' 'the' 'message' ',' 'and'
 'whether' 'it' 'is' 'information' 'message' 'or' 'command' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10]"
180,"['HTTP' 'Communication' 'In' 'addition' 'to' 'the' 'MQTT' 'communication'
 ',' 'the' 'app' 'also' 'uses' 'plain' 'text' 'HTTP' 'communication' 'in'
 'order' 'to' 'download' 'the' '.dex' 'file' 'and' 'upload' 'collected'
 'data' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10]"
181,"['All' 'of' 'the' 'files' 'that' 'are' 'being' 'uploaded' 'or'
 'downloaded' 'are' 'zip' 'files' 'encrypted' 'by' 'AES' 'with' 'ECB'
 'mode' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
182,"['The' 'key' 'for' 'each' 'file' 'is' 'generated' 'randomly' 'and'
 'stored' 'in' 'the' 'encrypted' 'file' 'with' 'a' 'fixed' 'offset' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
183,"['In' 'order' 'to' 'upload' 'the' 'file' ',' 'the' 'app' 'uses' 'a'
 'basic' 'REST' 'communication' 'with' 'the' 'server' ',' 'checking' 'if'
 'the' 'file' 'exists' 'and' 'uploading' 'it' 'if' 'it' 'isn' '’' 't' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10]"
184,"['The' 'path' 'that' 'is' 'used' 'for' 'the' 'uploads' 'is' ':' 'http' ':'
 '//' '/apps/d/p/op.php' 'The' 'communication' 'looks' 'like' 'this' ':'
 'First' 'Phase' 'The' 'first' 'phase' 'of' 'the' 'app' '’' 's' 'attack'
 'flow' 'collects' 'device' 'information' 'and' 'a' 'list' 'of' 'apps'
 'installed' 'on' 'the' 'device' '.']","[10 10 10 10 10 10 10 10 10 10  0  5  5  5 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]"
185,"['These' 'are' 'then' 'uploaded' 'to' 'the' 'C' '&' 'C' 'HTTP' 'server'
 '.']",[10 10 10 10 10 10 10 10 10 10 10 10]
186,['The' 'collection' 'of' 'basic' 'device' 'information' '.'],[10 10 10 10 10 10 10]
187,['The' 'collection' 'of' 'basic' 'device' 'information' '.'],[10 10 10 10 10 10 10]
188,"['In' 'addition' ',' 'at' 'this' 'stage' 'the' 'app' 'can' 'process' 'one'
 'of' 'these' 'commands' ':' '•' 'Collect' 'device' 'info' '•' 'Install'
 'app' '•' 'Is' 'online' '?' '•' 'Change' 'server' 'domain' 'Out' 'of'
 'these' ',' 'the' 'most' 'interesting' 'command' 'is' 'the' '“' 'install'
 'app' '”' 'command' 'that' 'downloads' 'an' 'encrypted' 'zip' 'file'
 'containing' 'the' 'second' 'phase' 'dex' 'file' ',' 'unpacks' 'and'
 'loads' 'it' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]"
189,"['Second' 'Phase' 'The' 'second' 'phase' 'dex' 'file' 'contains' '3'
 'main' 'services' 'that' 'are' 'being' 'used' ':' '•' 'ConnManager' '-'
 'handles' 'connections' 'to' 'the' 'C' '&' 'C' '•' 'ReceiverManager' '-'
 'waits' 'for' 'incoming' 'calls' '/' 'app' 'installations' '•'
 'TaskManager' '-' 'manages' 'the' 'data' 'collection' 'tasks' 'The' 'C'
 '&' 'C' 'server' 'address' 'is' 'different' 'than' 'the' 'one' 'that'
 'is' 'used' 'by' 'the' 'first' 'phase' ',' 'so' 'the' 'app' 'reconnects'
 'to' 'the' 'new' 'server' 'as' 'well' 'as' 'starts' 'the' 'periodic'
 'data' 'collector' 'tasks' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10]"
190,"['By' 'analyzing' 'the' 'TaskManager' 'class' 'we' 'can' 'see' 'the' 'new'
 'commands' 'that' 'are' 'supported' 'at' 'this' 'stage' ':' 'As' 'can'
 'be' 'seen' 'in' 'the' 'code' 'snippet' 'above' ',' 'there' 'are' 'quite'
 'a' 'lot' 'of' 'data' 'collection' 'tasks' 'that' 'are' 'now' 'available'
 ':' 'Collect' 'device' 'info' 'Track' 'location' 'Upload' 'contacts'
 'information' 'Upload' 'sent' 'and' 'received' 'SMS' 'messages' 'Upload'
 'images' 'Upload' 'video' 'files' 'Send' 'recursive' 'dirlist' 'of' 'the'
 'external' 'storage' 'Upload' 'specific' 'files' 'Record' 'audio' 'using'
 'the' 'microphone' 'Record' 'calls' 'Use' 'the' 'camera' 'to' 'capture'
 'bursts' 'of' 'snapshots' 'Those' 'tasks' 'can' 'either' 'run'
 'periodically' ',' 'on' 'event' '(' 'such' 'as' 'incoming' 'call' ')'
 'or' 'when' 'getting' 'a' 'command' 'from' 'the' 'C' '&' 'C' 'server' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]"
191,"['Mitigations' 'Stay' 'protected' 'from' 'mobile' 'malware' 'by' 'taking'
 'these' 'precautions' ':' 'Do' 'not' 'download' 'apps' 'from'
 'unfamiliar' 'sites' 'Only' 'install' 'apps' 'from' 'trusted' 'sources'
 'Pay' 'close' 'attention' 'to' 'the' 'permissions' 'requested' 'by'
 'apps' 'Install' 'a' 'suitable' 'mobile' 'security' 'app' ',' 'such' 'as'
 'SEP' 'Mobile' 'or' 'Norton' ',' 'to' 'protect' 'your' 'device' 'and'
 'data' 'Keep' 'your' 'operating' 'system' 'up' 'to' 'date' 'Make'
 'frequent' 'backups' 'of' 'important' 'data' 'Indicators' 'of'
 'Compromise' '(' 'IoCs' ')' 'Package' 'names' ':'
 'anew.football.cup.world.com.worldcup' 'com.coder.glancelove'
 'com.winkchat' 'APK' 'SHA2' ':'
 '166f3a863bb2b66bda9c76dccf9529d5237f6394721f46635b053870eb2fcc5a'
 'b45defca452a640b303288131eb64c485f442aae0682a3c56489d24d59439b47'
 'd9601735d674a9e55546fde0bffde235bc5f2546504b31799d874e8c31d5b6e9'
 '2ce54d93510126fca83031f9521e40cd8460ae564d3d927e17bd63fb4cb20edc'
 '67b1a1e7b505ac510322b9d4f4fc1e8a569d6d644582b588faccfeeaa4922cb7'
 '1664cb343ee830fa94725fed143b119f7e2351307ed0ce04724b23469b9002f2'
 'Loaded' 'DEX' 'SHA2' ':'
 'afaf446a337bf93301b1d72855ccdd76112595f6e4369d977bea6f9721edf37e'
 'Domain/IP' ':' 'goldncup' '[' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10  0  0  5 10 10 10  0  0  0  0  0  0 10 10 10 10  0 10 10  0  5
  5]"
192,[']' 'com' 'glancelove' '[' '.'],[5 5 0 5 5]
193,[']' 'com' 'autoandroidup' '[' '.'],[5 5 0 5 5]
194,[']' 'website' 'mobilestoreupdate' '[' '.'],[5 5 0 5 5]
195,[']' 'website' 'updatemobapp' '[' '.'],[5 5 0 5 5]
196,[']' 'website' '107' '[' '.'],[5 5 0 5 5]
197,[']' '175' '[' '.'],[5 5 5 5]
198,[']' '144' '[' '.'],[5 5 5 5]
199,[']' '26' '192' '[' '.'],[5 5 0 5 5]
200,[']' '64' '[' '.'],[5 5 5 5]
201,[']' '114' '[' '.'],[5 5 5 5]
202,"[']' '147' 'Red' 'Alert' '2.0' ':' 'Android' 'Trojan' 'targets'
 'security-seekers' 'A' 'malicious' ',' 'counterfeit' 'version' 'of' 'a'
 'VPN' 'client' 'for' 'mobile' 'devices' 'targets' 'security-minded'
 'victims' 'with' 'a' 'RAT' '.']","[ 5  5  1  6  6 10  3 10 10 10 10 10 10 10 10 10 10  3 10 10 10 10 10 10
 10 10 10 10 10]"
203,"['Written' 'by' 'Jagadeesh' 'Chandraiah' 'JULY' '23' ',' '2018'
 'SophosLabs' 'has' 'uncovered' 'a' 'mobile' 'malware' 'distribution'
 'campaign' 'that' 'uses' 'advertising' 'placement' 'to' 'distribute'
 'the' 'Red' 'Alert' 'Trojan' ',' 'linking' 'counterfeit' 'branding' 'of'
 'well-known' 'apps' 'to' 'Web' 'pages' 'that' 'deliver' 'an' 'updated'
 ',' '2.0' 'version' 'of' 'this' 'bank' 'credential' 'thief' '.']","[10 10 10 10 10 10 10 10  2 10 10 10 10 10 10 10 10 10 10 10 10 10 10  1
  6  6 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10]"
204,"['The' 'group' 'distributing' 'this' 'family' 'of' 'malware' 'decorates'
 'it' 'in' 'the' 'branding' 'and' 'logos' 'of' 'well-known' 'social'
 'media' 'or' 'media' 'player' 'apps' ',' 'system' 'update' 'patches' ','
 'or' '(' 'in' 'its' 'most' 'recent' 'campaign' ')' 'VPN' 'client' 'apps'
 'in' 'an' 'attempt' 'to' 'lure' 'users' 'into' 'downloading' ','
 'installing' ',' 'and' 'elevating' 'the' 'privileges' 'of' 'a'
 'Trojanized' 'app' 'hosted' 'on' 'a' 'site' 'not' 'affiliated' 'with'
 'any' 'reputable' 'app' 'market' 'or' 'store' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10  3 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]"
205,"['Aside' 'from' 'the' 'inescapable' 'irony' 'of' 'disguising' 'a'
 'security-reducing' 'Trojan' 'as' 'an' 'ostensibly' 'security-enhancing'
 'app' ',' 'and' 'the' 'righteous' 'affront' 'to' 'the' 'whole' 'concept'
 'of' 'a' 'VPN' '’' 's' 'purpose' 'a' 'Trojan' 'so' 'disguised' 'inspires'
 ',' 'this' 'represents' 'an' 'escalation' 'in' 'the' 'variety' 'of' 'app'
 'types' 'targeted' 'by' 'this' 'campaign' 'of' 'bankbots' 'in' 'disguise'
 '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10]"
206,"['Red' 'Alert' 'Plays' 'Dress-Up' 'In' 'the' 'wild' ',' 'we' 'found' 'Web'
 'pages' 'designed' 'to' '(' 'vaguely' ')' 'resemble' 'legitimate' 'app'
 'market' 'pages' ',' 'hosting' 'files' 'for' 'download' 'that' 'have'
 'been' 'disguised' 'as' 'a' 'legitimate' 'mobile' 'application' 'of'
 'moderately' 'broad' 'appeal' ',' 'such' 'as' 'a' 'media' 'player' 'or'
 'social' 'media' 'app' '.']","[ 1  6 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10]"
207,"['But' 'the' 'categories' 'targeted' 'by' 'this' 'group' 'seem' 'to' 'be'
 'broadening' 'with' 'the' 'inclusion' 'of' 'VPN' 'software' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10  3 10 10]
208,"['The' 'Web' 'page' 'shown' 'here' 'on' 'the' 'left' 'is' 'hosted' 'on'
 'a' 'domain' 'that' 'seems' 'apt' ':' 'free-vpn' '[' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10  0  5  5]
209,[']' 'download' '.'],[ 5  5 10]
210,"['Investigation' 'of' 'this' 'domain' 'led' 'to' 'additional' 'domains'
 'that' 'appear' 'to' 'have' 'been' 'registered' 'for' 'use' 'with' 'the'
 'campaign' ',' 'but' 'are' 'not' 'in' 'use' 'yet' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10]"
